0	0.2228195937	0.0013746443	0.3719044750	0.0024078558	0.4014934312
1	0.0907178236	0.6923072780	0.0951615553	0.0165880274	0.1052253157
0	0.1436057303	0.0504299139	0.5487769396	0.2553193042	0.0018681120
2	0.2337736016	0.0021483695	0.1028412218	0.6607358687	0.0005009385
0	0.1861427654	0.0028213545	0.2245231661	0.1115825247	0.4749301893
0	0.2558568660	0.4271500978	0.3169800136	0.0000109297	0.0000020929
1	0.8028445769	0.0575574479	0.1395735333	0.0000000744	0.0000243675
0	0.0034260633	0.5924188533	0.1034633943	0.2002127173	0.1004789719
0	0.5317513625	0.0000167586	0.0436314837	0.4234405403	0.0011598550
0	0.0002535501	0.5128555090	0.0082535607	0.1109137817	0.3677235985
