2	0.0033171483	0.2287613928	0.2733625337	0.4449834319	0.0495754933
0	0.0146044626	0.0463490438	0.0301564148	0.6640512490	0.2448388298
0	0.6316252950	0.0392154284	0.1084615420	0.1097877366	0.1109099979
0	0.0429433632	0.0437525886	0.2490185606	0.2896589899	0.3746264976
1	0.8956600100	0.0096164996	0.0427946675	0.0008657773	0.0510630457
0	0.0012494389	0.1203297502	0.7522080474	0.1262127635	0.0000000000
0	0.0550083137	0.2748285146	0.1984625029	0.4020227936	0.0696778752
0	0.0393770304	0.0000000000	0.7530541838	0.0013464287	0.2062223571
0	0.0000108637	0.0000001927	0.0661705853	0.0000022073	0.9338161510
0	0.1984510234	0.7959571947	0.0017839276	0.0033310498	0.0004768045
