Values used for beta_0k(intercept). Sampled from -1.0 to 1.0 uniformly:
   1	-0.5867038748
   2	0.3540715727
   3	-0.4718100931
   4	-0.7553998453
   5	-0.9455368632
   6	0.8667381021
   7	0.1521821773
   8	0.5551653200
   9	0.5994045302
  10	-0.6035247496

Values used for beta_k(effect). Sampled from normal with mean 0 and std 1.0:
   1	0.7973085621
   2	0.5045741090
   3	0.6883327226
   4	1.6244831448
   5	-0.0559848519
   6	1.5850527059
   7	0.8403208745
   8	2.1696572884
   9	-0.6240047785
  10	-0.4182522961
