0	0.1001450779	0.3678455731	0.2580495245	0.0306223036	0.2433375209
1	0.0006399281	0.0656910361	0.8216719845	0.1119970511	0.0000000002
0	0.2306341497	0.7212909585	0.0071266988	0.0000000000	0.0409481931
0	0.0267089541	0.1692805819	0.5678663799	0.0802042553	0.1559398288
0	0.2442345154	0.6901331445	0.0000000013	0.0000781640	0.0655541747
0	0.0897663814	0.4192276547	0.0796637112	0.2312474171	0.1800948355
0	0.0002587928	0.0509135414	0.0516410881	0.0157194531	0.8814671247
2	0.4485323644	0.3309686275	0.0000000001	0.2204990080	0.0000000000
0	0.0000000000	0.1420809271	0.0157799946	0.6259643275	0.2161747508
0	0.0265820949	0.0069771825	0.3971172208	0.1968600977	0.3724634041
0	0.0039131985	0.1163766808	0.0001811292	0.0111313243	0.8683976672
0	0.0947065002	0.0079501285	0.1820316133	0.0011857777	0.7141259804
0	0.2196342450	0.0000000000	0.3877892575	0.0000569032	0.3925195944
0	0.6705905345	0.0195251876	0.2368603316	0.0730234983	0.0000004480
0	0.0192894573	0.0000000275	0.0273502099	0.0245640049	0.9287963002
0	0.1523838081	0.0449750632	0.1213276455	0.3415820981	0.3397313851
0	0.0091821964	0.1207913838	0.0001300828	0.1198978747	0.7499984623
1	0.4006447082	0.4902267740	0.0632954560	0.0100991830	0.0357338788
1	0.0000000141	0.1030097956	0.0866764303	0.8013442295	0.0089695304
0	0.0308875768	0.0000000000	0.1867535362	0.0050511318	0.7773077551
0	0.0000191807	0.0197320324	0.0243181299	0.0070949214	0.9488357356
0	0.4563644589	0.0275354627	0.1306193630	0.2181277112	0.1673530042
0	0.0000000742	0.2235574398	0.0000492519	0.6538932183	0.1225000158
0	0.1359677855	0.4730592133	0.0346346211	0.0000000014	0.3563383787
0	0.0415170759	0.7894496042	0.0000000000	0.0004101829	0.1686231371
0	0.1196944528	0.6969700493	0.0098059321	0.0084888322	0.1650407336
0	0.0000025737	0.4394765830	0.2949919127	0.0957453784	0.1697835522
0	0.7402910775	0.2596828318	0.0000000000	0.0000000000	0.0000260908
0	0.0000159406	0.1770967002	0.0056148456	0.0000013589	0.8172711547
0	0.0083718126	0.4296455291	0.2696417281	0.1294929633	0.1628479669
0	0.0088610026	0.7805602280	0.0000000000	0.0126743763	0.1979043932
0	0.0001898559	0.0156241983	0.1802383078	0.0060130078	0.7979346303
0	0.4246258941	0.2643688512	0.0164587804	0.2876831680	0.0068633063
0	0.0018527991	0.1759483197	0.1270656412	0.1809952455	0.5141379945
0	0.9453618957	0.0041551120	0.0470814469	0.0034014382	0.0000001073
0	0.2540351025	0.0054127345	0.3839660184	0.2318721366	0.1247140080
0	0.0019135936	0.3963504419	0.4547345972	0.0096221987	0.1373791686
0	0.1536735334	0.2121198500	0.5236058580	0.0249219945	0.0856787641
0	0.0758668776	0.1430606130	0.0030699489	0.0064477936	0.7715547669
0	0.0001838626	0.0809063137	0.0000143743	0.1704299008	0.7484655486
0	0.0330338866	0.0152558549	0.4836608295	0.2997479007	0.1683015283
0	0.0001687448	0.8521052901	0.0166502117	0.0028161338	0.1282596196
0	0.0000003206	0.0203052738	0.0389820358	0.0095518007	0.9311605690
0	0.0782634410	0.9194964806	0.0000000000	0.0022400705	0.0000000078
0	0.0000000497	0.0045656918	0.1924471963	0.0527169080	0.7502701543
0	0.0132571148	0.0484512590	0.0000430385	0.0000461987	0.9382023889
0	0.2520849474	0.5718340620	0.1436566816	0.0161005673	0.0163237417
0	0.0000000000	0.9656846151	0.0037849802	0.0275084231	0.0030219816
0	0.0010171271	0.0966004454	0.0108040591	0.4522659145	0.4393124540
0	0.2881803238	0.2023768154	0.0000000000	0.0000000152	0.5094428455
0	0.4841072063	0.0502264395	0.0000003908	0.0000000006	0.4656659627
1	0.0000929178	0.4093394089	0.1584461248	0.0258744636	0.4062470849
0	0.0082794586	0.0496682780	0.0444651738	0.0474066792	0.8501804103
0	0.0099000249	0.8885812443	0.0256726132	0.0000000054	0.0758461123
0	0.1927152473	0.7930999984	0.0000000000	0.0000000000	0.0141847543
0	0.0000000000	0.2557931781	0.7252775071	0.0054194146	0.0135099002
0	0.2820133053	0.0919914713	0.0219282773	0.0203215466	0.5837453995
0	0.0000380323	0.0006243822	0.1465531681	0.0000012947	0.8527831227
0	0.2390255948	0.7025724776	0.0349474813	0.0000000000	0.0234544464
0	0.0558798417	0.0507615130	0.0607043527	0.1515303596	0.6811239329
0	0.0000000000	0.2230892102	0.0889341185	0.0000000000	0.6879766713
1	0.0161492142	0.0697472475	0.2164827612	0.2245052509	0.4731155261
0	0.0218594281	0.0352268642	0.0000413643	0.9105086698	0.0323636737
