0	0.1427794797	0.0950431191	0.0336744415	0.3936053424	0.0245307504	0.0094536507	0.0000002683	0.0000000003	0.0503238026	0.2505891449
0	0.3041925890	0.0212383208	0.5329999403	0.0048284020	0.1051399157	0.0000000010	0.0079944734	0.0231083826	0.0002233029	0.0002746722
0	0.0802237931	0.0608092173	0.0929265704	0.4316734972	0.0062285868	0.0095806433	0.0546589697	0.0332190259	0.0837616934	0.1469180030
1	0.8366004902	0.0000000000	0.0052048549	0.0278560078	0.0970666991	0.0000001410	0.0093038241	0.0000000005	0.0082178809	0.0157501014
0	0.1336617525	0.0032264415	0.4876834958	0.1113750751	0.0000381620	0.1149960822	0.0000154366	0.0160292942	0.0796294403	0.0533448196
0	0.4315671877	0.0039031399	0.0636042507	0.0002057813	0.0019514422	0.0040137488	0.0010245927	0.0668930416	0.4140800874	0.0127567276
0	0.0009083801	0.0000000000	0.0000689636	0.4032004310	0.0078715394	0.1401575819	0.2305536512	0.0187644100	0.1304687712	0.0680062716
0	0.2251790613	0.0133010645	0.0010526063	0.4067632214	0.0237492807	0.0173229491	0.0000000294	0.0008005225	0.3118312649	0.0000000000
1	0.0776485937	0.0042351210	0.0928779840	0.0000011651	0.0171681098	0.0593032688	0.0165159867	0.0054082664	0.1872921529	0.5395493516
1	0.0530021524	0.0000021201	0.0010810922	0.5545147290	0.0274591968	0.0001553667	0.0109224231	0.1039033165	0.2372600259	0.0116995773
0	0.1824563877	0.0109803417	0.0815225815	0.0146546310	0.0525617230	0.0248958954	0.0196492312	0.0512066523	0.5337807993	0.0282917570
0	0.0000588243	0.0379452851	0.1941928348	0.0187611883	0.2244314827	0.0104464260	0.0292816762	0.2134875590	0.0607148690	0.2106798547
0	0.0448528085	0.0951404552	0.0000000080	0.1007692580	0.0005167053	0.4104630338	0.0322836866	0.0287761644	0.2773077510	0.0098901293
0	0.0004022752	0.0070209290	0.2627922862	0.0028784742	0.0132682084	0.3793872779	0.0372006062	0.0216324202	0.0196010160	0.2558165068
1	0.1961104258	0.0022090197	0.0041636581	0.1181188704	0.1647395604	0.0025666844	0.0083178779	0.0797804805	0.3037150420	0.1202783809
0	0.0297581787	0.1311658978	0.6230715895	0.0353142280	0.0247292707	0.0653240101	0.0075235035	0.0000000127	0.0462047286	0.0369085803
0	0.2311507681	0.0011354252	0.0165768184	0.1553376845	0.0644858475	0.3350504720	0.0000029598	0.0174772360	0.1497873274	0.0289954610
1	0.0150245234	0.0026359966	0.0098925877	0.0396208877	0.0108677485	0.0316710353	0.7119216216	0.0000573768	0.0235552837	0.1547529387
