0	0.0013674332	0.0000000000	0.1741586120	0.0369853606	0.0041076920	0.7637091444	0.0122193864	0.0069985406	0.0000009487	0.0004528821
1	0.3415063906	0.0464533918	0.0375609187	0.0037338386	0.1670379878	0.0000000000	0.0772002736	0.0819539325	0.0330565534	0.2114967128
0	0.0851638472	0.0000006436	0.2169333739	0.0064407995	0.0000056816	0.4722554612	0.1734881837	0.0000000001	0.0352015669	0.0105104424
0	0.3923579116	0.1526432697	0.0934284995	0.0050741624	0.0000113750	0.0127920833	0.0593028320	0.2563818572	0.0021714469	0.0258365624
1	0.1590138758	0.0210303660	0.3658550667	0.0623144084	0.1520539613	0.0000000000	0.0560486152	0.0000000000	0.1835208783	0.0001628284
0	0.1949689790	0.0155323678	0.4373625078	0.0009430927	0.0257396497	0.0053432435	0.0518000595	0.0000000053	0.2366392570	0.0316708376
1	0.2217435690	0.0015699183	0.0182288661	0.0000000000	0.3093840783	0.0000000001	0.4483714918	0.0000000000	0.0000024751	0.0006996014
1	0.0112607539	0.5034186141	0.1438433324	0.0516222683	0.0025708835	0.0830286068	0.1860030513	0.0182513780	0.0000000000	0.0000011117
2	0.2532999791	0.1931539768	0.1754064234	0.0411395251	0.0046752425	0.2170744441	0.0001938011	0.0000018918	0.0923672500	0.0226874660
0	0.2437777854	0.2367188886	0.0026232742	0.0043252318	0.2071878694	0.0000000000	0.0869517863	0.0065651037	0.2118500607	0.0000000000
0	0.0000030739	0.0762980395	0.0002134151	0.1344135114	0.3436795130	0.0829788957	0.0024601520	0.2594118054	0.0219029544	0.0786386395
0	0.4191281897	0.0044205754	0.1140119066	0.3532165061	0.0319870813	0.0000007101	0.0012881183	0.0000005264	0.0000000000	0.0759463861
0	0.0000305905	0.4119512179	0.0762961999	0.0004007976	0.3300089770	0.0025302610	0.1548050437	0.0143835608	0.0000001015	0.0095932502
0	0.7540574096	0.0731674932	0.0463174712	0.0620407318	0.0055831369	0.0499891720	0.0000070117	0.0006223700	0.0075637315	0.0006514720
1	0.1988265426	0.0177791739	0.0166539561	0.0022769279	0.3183691378	0.0427269350	0.1723924655	0.0000000000	0.0022086833	0.2287661779
0	0.0000000000	0.0108408373	0.0361577358	0.0006676140	0.1621537482	0.2066497967	0.5790753373	0.0001676039	0.0000522653	0.0042350613
0	0.0874462636	0.0401274550	0.7770385918	0.0000477079	0.0004704905	0.0394109410	0.0441996637	0.0000048501	0.0011377665	0.0101162701
0	0.5800279451	0.0000331967	0.1115110374	0.0067804202	0.0240798929	0.0000359389	0.1275253311	0.0369132229	0.1125465916	0.0005464232
0	0.0189578087	0.2935594966	0.0000008170	0.0346597430	0.0001961891	0.0522402254	0.5514472883	0.0267951591	0.0075000965	0.0146431763
0	0.7447361993	0.0229434310	0.1517851377	0.0018415981	0.0085250083	0.0000204813	0.0389417239	0.0000029544	0.0000049374	0.0311985285
0	0.0994336591	0.0031406950	0.0037639422	0.1082761103	0.0000000000	0.0000000000	0.7419667280	0.0000356460	0.0000000000	0.0433832194
