1	0.0053935736	0.0000000221	0.0000035755	0.0000000000	0.0000173464	0.1063319287	0.0240551873	0.0043371845	0.1381680551	0.0325643417	0.0000169334	0.0004190650	0.0000221622	0.0146855500	0.0123873049	0.0092460853	0.0197122001	0.0004124430	0.0073299725	0.0004049700	0.0025786209	0.0000333499	0.0014950613	0.0044733193	0.0113983884	0.0508852619	0.0052902192	0.0093576859	0.0510630403	0.0000687574	0.0005651709	0.0029694722	0.0052965618	0.0015868077	0.0000042617	0.0019719733	0.0027881609	0.0000431341	0.0067499820	0.0000000019	0.0075022432	0.0170594869	0.0001107326	0.0001258464	0.0172271652	0.0003755737	0.0287487906	0.0000114665	0.0303929483	0.0015988470	0.0010286298	0.0002215220	0.0308925933	0.0109104059	0.0001791511	0.0164277020	0.0000139055	0.0224136989	0.0049771901	0.0145304618	0.0000002916	0.0002610779	0.0000071060	0.0020939767	0.0027817125	0.0103328828	0.0000738490	0.0235591395	0.0003274815	0.0003204871	0.0020365891	0.0203541631	0.0181509644	0.0422225377	0.0000000524	0.0003153608	0.0037130824	0.0007710320	0.0003057766	0.0462930893	0.0000329008	0.0000213053	0.0025910121	0.0005179334	0.0000124189	0.0001412920	0.0010410236	0.0003229144	0.0002550704	0.0446615571	0.0050285291	0.0000174872	0.0086595878	0.0006715110	0.0188282865	0.0016752330	0.0000000000	0.0026544236	0.0000713673	0.0000000008
0	0.0998629889	0.0000000000	0.0018035546	0.0000282313	0.0647228776	0.0003652680	0.0033266515	0.0078910781	0.0224094659	0.0021697400	0.0019106822	0.0000212109	0.0736609455	0.0153089689	0.0071071477	0.0073126828	0.0157026082	0.0000020486	0.0090433728	0.0361754151	0.0135304876	0.0001887004	0.0016832592	0.0000039292	0.0075890535	0.0014162713	0.0001527398	0.0004422480	0.0051277505	0.0000000000	0.0104588228	0.0125933429	0.0000000000	0.0012332141	0.0087319890	0.0013615010	0.0000000107	0.0001309837	0.0072595011	0.0053539275	0.0008035775	0.0156290857	0.0247030861	0.0179649668	0.0114257633	0.0008890765	0.0000000000	0.0000000042	0.0049788346	0.0016579616	0.0024637371	0.0010497418	0.0323115099	0.0018464982	0.0000000000	0.0087783049	0.0004310243	0.0059710715	0.0366713097	0.0012662627	0.0159553228	0.0000131015	0.0114026110	0.0000016588	0.0103757596	0.0032603982	0.0030486257	0.0198864409	0.0040119626	0.0000000000	0.0556959218	0.0204814764	0.0049397038	0.0037112474	0.0000000001	0.0620933210	0.0035362738	0.0000000789	0.0000005116	0.0008726887	0.0007294753	0.0000000000	0.0137211408	0.0000001584	0.0045033643	0.0207661706	0.0173079956	0.0022216361	0.0000000000	0.0001421790	0.0018049368	0.0265467716	0.0039468507	0.0536438494	0.0001722080	0.0137766411	0.0002820113	0.0006267706	0.0055920989	0.0000041501
0	0.0016014055	0.0000000000	0.0007650892	0.0000000000	0.0008582685	0.0024209970	0.0000000254	0.0000023248	0.0037268723	0.0131212678	0.0010993098	0.0007256777	0.0029054137	0.0106279668	0.0366215771	0.0192605966	0.0025229218	0.0088614002	0.0058175828	0.0015134854	0.0000000000	0.0000697754	0.0014308580	0.0003500018	0.0000001391	0.0109884373	0.0019554732	0.0006739580	0.0045317352	0.0001640702	0.0003547322	0.0207889783	0.0001089469	0.0019091908	0.0000063464	0.0000000001	0.0060421200	0.0105950859	0.0599245757	0.0092485050	0.0118469360	0.0048783669	0.0071195042	0.0002130812	0.0000279568	0.2560651155	0.0021042537	0.0156415232	0.0147946830	0.0010163387	0.0006164729	0.0061854261	0.0024979576	0.0123681760	0.0003906774	0.0000007729	0.1521434980	0.0982648089	0.0003014109	0.0000117363	0.0023304914	0.0068201110	0.0026462095	0.0022781011	0.0048185306	0.0016028532	0.0000467267	0.0033362463	0.0039648433	0.0000049325	0.0046007584	0.0000000282	0.0033828959	0.0050275250	0.0074579697	0.0099737334	0.0107598767	0.0056087653	0.0002767442	0.0009853208	0.0002902323	0.0026922671	0.0117691250	0.0008475422	0.0004264085	0.0068811764	0.0119078988	0.0049132687	0.0000633454	0.0000082409	0.0060105628	0.0143256474	0.0000302966	0.0000746565	0.0023706124	0.0176362564	0.0000001921	0.0030776314	0.0000000000	0.0126681684
0	0.0007571439	0.0001922467	0.0086313683	0.0005793948	0.0325388613	0.1230145727	0.1193207450	0.0148960121	0.0020251842	0.0045555520	0.0030505021	0.0001965225	0.0004466581	0.0000000214	0.0000320481	0.0007867500	0.0005817297	0.0000078964	0.0022694911	0.0000850062	0.0011495941	0.0006132427	0.0000667624	0.0409202485	0.0039974930	0.0031201904	0.0000000715	0.0004726498	0.0059702488	0.0154066429	0.0012595115	0.0030845368	0.0000271833	0.0019787539	0.0014748697	0.0127301718	0.0029102774	0.0287504371	0.0031340826	0.0129045310	0.0009062470	0.0258160665	0.0135958444	0.0020393340	0.0038670711	0.0209219360	0.0000189595	0.0011754735	0.0000000000	0.0003557554	0.0036995909	0.0181647215	0.0070607022	0.0014742260	0.0003957550	0.0018013489	0.0058700606	0.0858433075	0.0172036077	0.0163411852	0.0000000005	0.0009462800	0.0056455274	0.0000275751	0.0245985636	0.0591973401	0.0054136224	0.0000000000	0.0000076926	0.0100844000	0.0023024115	0.0043271424	0.0002240312	0.0077250092	0.0001686859	0.0099362910	0.0068582502	0.0000000032	0.0045628118	0.0655242210	0.0003178048	0.0000448097	0.0031274474	0.0236537653	0.0014150482	0.0051959109	0.0000837218	0.0000000000	0.0029453679	0.0000000000	0.0004358186	0.0358264717	0.0094687414	0.0016863943	0.0059130667	0.0010446536	0.0000037937	0.0012705818	0.0195263440	0.0000000000
0	0.0022510264	0.0033756968	0.0011764151	0.0003996952	0.0023568852	0.0041155391	0.0085470320	0.0101777419	0.3850529888	0.0001809765	0.0135051353	0.0001292412	0.0045777626	0.0004113713	0.0106747337	0.0056106724	0.0105896515	0.0001214329	0.0006963486	0.0012190921	0.0154937811	0.0001386423	0.0055905689	0.0000000000	0.0002133079	0.0011096869	0.0031608254	0.0043306949	0.0021047642	0.0000000006	0.0024844130	0.0010216541	0.0013388110	0.0004121486	0.0040885682	0.0029132018	0.0001560982	0.0110081713	0.0413471154	0.0029480705	0.0001144005	0.0045981100	0.0000165028	0.0001663307	0.0064229390	0.0027779601	0.0010279568	0.0000000000	0.0001994327	0.0048935896	0.0000609898	0.0018079909	0.0000000051	0.0016393822	0.0012684641	0.0000521158	0.0009704665	0.0306994115	0.0025788537	0.0039988085	0.0113865216	0.0000000000	0.0200889239	0.0005466327	0.0034830533	0.0133509584	0.0010203296	0.0000779186	0.0029660375	0.0029856682	0.0123221545	0.0000003048	0.0075366453	0.0000000765	0.0013889225	0.0531826256	0.0416717861	0.0005658884	0.0185905757	0.0025814172	0.0012726989	0.0030107553	0.0000000000	0.0000012845	0.0000373933	0.0001514467	0.0024720147	0.0040375844	0.1013069150	0.0006874548	0.0000027366	0.0007859598	0.0003317275	0.0054703205	0.0305542047	0.0014842489	0.0173586594	0.0042882342	0.0033531571	0.0013230896
1	0.0002183862	0.0000000000	0.1162429054	0.0019886671	0.0024369039	0.0373462863	0.0011952853	0.0027536085	0.0180086814	0.0070908190	0.0019315519	0.0008429085	0.0137771181	0.0031761704	0.0022139955	0.0051275600	0.0226544747	0.0002439998	0.0073263570	0.0115353418	0.0008778145	0.0001356189	0.0054093097	0.0000026304	0.0008601676	0.0010728140	0.0000000000	0.0000000000	0.0010072307	0.0000130849	0.0534937967	0.0013202508	0.0000000005	0.0000000000	0.0104760267	0.0000518595	0.0040204112	0.0559268942	0.0238493919	0.0008292543	0.0001783158	0.0100333989	0.0000524596	0.0420829343	0.0005872016	0.0151410655	0.0000000010	0.0000000000	0.0001319383	0.0399503275	0.0024815075	0.0205786571	0.0134950121	0.0006362719	0.0018620138	0.0000000000	0.0375903975	0.0004920174	0.0028304552	0.0179741730	0.0000828216	0.0014185205	0.0023710427	0.0026887507	0.0162423569	0.0069871787	0.0000001068	0.0000000000	0.0000027756	0.0074927764	0.0121823611	0.0063656280	0.0137519432	0.0002090933	0.0021540917	0.0135239803	0.0219703343	0.0041814508	0.0001931633	0.0154750498	0.0078311211	0.0020462231	0.0000014823	0.0094921013	0.0003054648	0.0000006069	0.0015523638	0.0007390592	0.0002879053	0.0077389501	0.0004240570	0.0484103059	0.0000011051	0.0000009063	0.0308991021	0.0254625670	0.0241826018	0.0816305216	0.0000000000	0.0101444046
0	0.0271952684	0.0000096759	0.0000000006	0.0000000001	0.1102182704	0.0084754533	0.0010128407	0.0054791368	0.0211014580	0.0000964102	0.0044075661	0.0004577312	0.0170051461	0.0000460157	0.0038459820	0.1562587360	0.0003945592	0.0013943516	0.0000728820	0.0047257239	0.0013422652	0.0000000000	0.0043404391	0.0000001863	0.0006621862	0.0000000772	0.0000000096	0.0024438842	0.0677115392	0.0000007304	0.0000082088	0.1059623594	0.0000000001	0.0002196710	0.0022364059	0.0006916001	0.0318858710	0.0019253824	0.0909416061	0.0024381704	0.0003068220	0.0262180950	0.0055727898	0.0076378635	0.0014393165	0.0048618774	0.0079979929	0.0196556802	0.0104931408	0.0150871633	0.0000000703	0.0029831441	0.0349328394	0.0071446044	0.0032120427	0.0076956171	0.0002189451	0.0000233758	0.0000448303	0.0019621629	0.0057723329	0.0000000000	0.0082168819	0.0045346526	0.0098547254	0.0058963171	0.0000145777	0.0000503681	0.0081325277	0.0000084586	0.0072653542	0.0000000000	0.0071974888	0.0000021444	0.0030707923	0.0012460239	0.0000021476	0.0062117798	0.0001251857	0.0171904508	0.0000000000	0.0000363619	0.0002625081	0.0008086574	0.0021055182	0.0000001661	0.0001206566	0.0011868486	0.0003224384	0.0005741822	0.0000000000	0.0004690850	0.0031012955	0.0000007895	0.0103565169	0.0013186001	0.0144914534	0.0471187032	0.0000000000	0.0004378353
0	0.1169666959	0.0068027033	0.0109362294	0.0000000000	0.0091367721	0.0038634434	0.0035090860	0.0299443485	0.0013140932	0.0085211621	0.0003894457	0.0001415473	0.0145421784	0.0206801341	0.1054948204	0.0112294550	0.0021232732	0.0000000000	0.0049347196	0.0149250903	0.0004982767	0.0000000000	0.0000517038	0.0000000000	0.0000000000	0.0000000000	0.0023079531	0.0001077244	0.0221034939	0.0005596353	0.0042198472	0.0011253698	0.0026799126	0.0241359450	0.0012560044	0.0010207349	0.0004779622	0.0164396960	0.0023914733	0.0000002935	0.0010059690	0.0075149691	0.0151595924	0.0317573847	0.0004029886	0.0039248874	0.0330258426	0.0008418768	0.0135737881	0.0001678039	0.0209946998	0.0000463318	0.0002340505	0.0000000000	0.0000059762	0.0000997901	0.0008797831	0.1239091283	0.0008847928	0.0006280040	0.0025448317	0.0000001783	0.0005342621	0.0000000004	0.0039302986	0.0028963435	0.0001128578	0.0193789597	0.0003656900	0.0135856984	0.0132047375	0.0114121611	0.0009673841	0.0128564384	0.0087937986	0.0000567016	0.0102678835	0.0015170348	0.0067609619	0.0655200377	0.0016599947	0.0000000000	0.0510384557	0.0005246135	0.0017286396	0.0022275758	0.0001288296	0.0049315856	0.0000316895	0.0092864327	0.0000512475	0.0213436820	0.0000862349	0.0000000000	0.0122950094	0.0065163881	0.0073854110	0.0000000113	0.0061690564	0.0000000000
0	0.0023163953	0.0070472197	0.0012335557	0.0047556955	0.0007351873	0.0149165271	0.0002452086	0.0004811235	0.0184346913	0.0283025773	0.0035884800	0.0010379968	0.0066778153	0.0002509935	0.0405873246	0.0018182795	0.0220170310	0.0000191949	0.0000000000	0.0152908767	0.0087087710	0.0025908818	0.0011702113	0.0027647699	0.0090678950	0.0001244399	0.0086232932	0.0000175389	0.0074406726	0.0043162735	0.0134099026	0.0040017444	0.0007406595	0.0000000000	0.0001899054	0.0347463981	0.0074449011	0.0004604233	0.0502711464	0.0000127615	0.0000962482	0.1075744819	0.0000099512	0.0029383134	0.0001946561	0.0104294655	0.0000002424	0.0004860620	0.0209143100	0.1202416327	0.0114561265	0.0005567216	0.0152995352	0.0041883714	0.0000539248	0.0023135455	0.0000008603	0.1085633198	0.0097207265	0.0039432488	0.0017416599	0.0002400402	0.0000559770	0.0002857869	0.0111566466	0.0380440709	0.0009293898	0.0000082228	0.0001053662	0.0009162062	0.0037759263	0.0037258745	0.0062416576	0.0002504260	0.0209020105	0.0002633614	0.0037602937	0.0016334076	0.0020751620	0.0026842513	0.0001092694	0.0127839360	0.0000015721	0.0000073840	0.0225419846	0.0006167743	0.0017587133	0.0041266033	0.0001834582	0.0017475141	0.0172858059	0.0268038273	0.0100965691	0.0002196026	0.0004798911	0.0471198493	0.0051228432	0.0003464274	0.0050117305	0.0000000000
0	0.0002224446	0.0000287479	0.0031797648	0.0008349706	0.0000056807	0.1992649280	0.0006935438	0.0001229944	0.0287573674	0.0273446874	0.0000000000	0.0000000000	0.0000007222	0.0048296737	0.0004345942	0.0005450601	0.0004622223	0.0000002084	0.0020090547	0.0000000000	0.0038438392	0.0034856315	0.0016038574	0.0000085774	0.0019151482	0.0000196505	0.0001615542	0.0037205808	0.0007276369	0.0013773782	0.0098164472	0.0016990332	0.0018374466	0.0000849043	0.0003396221	0.0054841316	0.0094983911	0.0010719775	0.0205544305	0.0000024433	0.0189988297	0.0031354691	0.0346279646	0.0010273867	0.0005893233	0.0177447240	0.0001410368	0.0024534224	0.0250681379	0.0484155700	0.0027766400	0.0000598602	0.0050673824	0.0005063450	0.0078591492	0.0002132132	0.0023058234	0.0053233538	0.0001516374	0.0115079405	0.0061735864	0.0129174547	0.0007467962	0.0000000000	0.0001213922	0.0006416683	0.0000000002	0.0054559707	0.0011557122	0.0085901381	0.1135939932	0.0002086833	0.0031242741	0.0343017176	0.0006984962	0.0156905849	0.0114690998	0.0001406147	0.0017945687	0.0083068217	0.0022356910	0.0009796510	0.0000000000	0.0000788308	0.0095124010	0.0003681254	0.0126183982	0.0230931164	0.0000000410	0.0105836747	0.0090309547	0.0056945389	0.0253236049	0.0003001805	0.1351884029	0.0114532575	0.0012575564	0.0025906608	0.0000000000	0.0005967840
