1	0.327
2	0.268
3	0.857
4	0.987
5	0.69
6	0.006
7	0.982
8	0.905
9	0.439
10	0.143
11	0.211
12	0.277
13	0.728
14	0.247
15	0.462
16	0.93
17	0.376
18	0.165
19	0.655
20	0.188
21	0
22	0.613
23	0.752
24	0.658
25	0.293
26	0.52
27	0
28	0.029
29	0.923
30	0.016
31	0.141
32	0.267
33	0.069
34	0.648
35	0.454
36	0.932
37	0.619
38	0.852
39	0.426
40	0.145
41	0.418
42	0.049
43	0.108
44	0.093
45	0.264
46	0.307
47	0.232
48	0.649
49	0.099
50	0.26
51	0.619
52	0.913
53	0.141
54	0.535
55	0.037
56	0.591
57	0.635
58	0.031
59	0.634
60	0.168
61	0.105
62	0.004
63	0.328
64	0.582
65	0.362
66	0.3
67	0.817
68	0.615
69	0.486
70	0.666
71	0.463
72	0
73	0.09
74	0.56
75	0.504
76	0.625
77	0.43
78	0.214
79	0.846
80	0.458
81	0.718
82	0.91
83	0.294
84	0.587
85	0.73
86	0.608
87	0.31
88	0.874
89	0.546
90	0.049
91	0.585
92	0.299
93	0.102
94	0.389
95	0.007
96	0.123
97	0.94
98	0.803
99	0.774
100	0.268
101	0.12
102	0.223
103	0.05
104	0.544
105	0.036
106	0.386
107	0.382
108	0.55
109	0.819
110	0.083
111	0.286
112	0.047
113	0.145
114	0.785
115	0.064
116	0.595
117	0.496
118	0.13
119	0.76
120	0.443
121	0.483
122	0.044
123	0.156
124	0.18
125	0.264
126	0.962
127	0.553
128	0.2
129	0.267
130	0.854
131	0.553
132	0.256
133	0.606
134	0.736
135	0.837
136	0.651
137	0.887
138	0.152
139	0.417
140	0.594
141	0.332
142	0.344
143	0.086
144	0.449
145	0.473
146	0.739
147	0.06
148	0.381
149	0.202
150	0.535
151	0.235
152	0.159
153	0.026
154	0.388
155	0.456
156	0.106
157	0.998
158	0.872
159	0.355
160	0.101
161	0.519
162	0.078
163	0.79
164	0.195
165	0.696
166	0.88
167	0.492
168	0.378
169	0.056
170	0.958
171	0.75
172	0.766
173	0.347
174	0.383
175	0.254
176	0.454
177	0.433
178	0.911
179	0
180	0.162
181	0.124
182	0.656
183	0.192
184	0.486
185	0.955
186	0
187	0
188	0.564
189	0.295
190	0.435
191	0.657
192	0.449
193	0.986
194	0.633
195	0.48
196	0.227
197	0.57
198	0.658
199	0.14
200	0.863
201	0.366
202	0.159
203	0.951
204	0.661
205	0.912
206	0.327
207	0
208	0.935
209	0.861
210	0.853
211	0.883
212	0.08
213	0.222
214	0.37
215	0.085
216	0.149
217	0.009
218	0.451
219	0.943
220	0.275
221	0.118
222	0.557
223	0.005
224	0.63
225	0.136
226	0.712
227	0.16
228	0.206
229	0.941
230	0.612
231	0.125
232	0.206
233	0.859
234	0.173
235	0.657
236	0.483
237	0.538
238	0.284
239	0.418
240	0.653
241	0.066
242	0.046
243	0.155
244	0.276
245	0.722
246	0.576
247	0.645
248	0.815
249	0.939
250	0.641
251	0.025
252	0.353
253	0.015
254	0.491
255	0.074
256	0.149
257	0.019
258	0.197
259	0.979
260	0.674
261	0.496
262	0.328
263	0.907
264	0.834
265	0.94
266	0.237
267	0.372
268	0.281
269	0.053
270	0.77
271	0.806
272	0.365
273	0.486
274	0.898
275	0.206
276	0.426
277	0.429
278	0.08
279	0.118
280	0.227
281	0.474
282	0.786
283	0.232
284	0.067
285	0.158
286	0.232
287	0.772
288	0.531
289	0.216
290	0.907
291	0.446
292	0.095
293	0.495
294	0.741
295	0.833
296	0.07
297	0.374
298	0.18
299	0.599
300	0.6
301	0.243
302	0.066
303	0.209
304	0.708
305	0.878
306	0.044
307	0.227
308	0.099
309	0.928
310	0.306
311	0.943
312	0.633
313	0.35
314	0.127
315	0.161
316	0.463
317	0.381
318	0.085
319	0.073
320	0.717
321	0.423
322	0.159
323	0.273
324	0.714
325	0.479
326	0.486
327	0.271
328	0.712
329	0.183
330	0.226
331	0.728
332	0.3
333	0.304
334	0.219
335	0.446
336	0.094
337	0.376
338	0.599
339	0.109
340	0.279
341	0.896
342	0.061
343	0.4
344	0.126
345	0.433
346	0.209
347	0.817
348	0.269
349	0
350	0.57
351	0.551
352	0.521
353	0.17
354	0.538
355	0.36
356	0.276
357	0.03
358	0
359	0.533
360	0.254
361	0.365
362	0.889
363	0.815
364	0.809
365	0.008
366	0.92
367	0.744
368	0.007
369	0.052
370	0.004
371	0.519
372	0.908
373	0.684
374	0.469
375	0.096
376	0.268
377	0.039
378	0.798
379	0.808
380	0
381	0.354
382	0.32
383	0.458
384	0.837
385	0.465
386	0.778
387	0.116
388	0.951
389	0.001
390	0.297
391	0.516
392	0.753
393	0.452
394	0.355
395	0.04
396	0.387
397	0.66
398	0.272
399	0.025
400	0.092
401	0.29
402	0.509
403	0.978
404	0
405	0.691
406	0.157
407	0.054
408	0.114
409	0.929
410	0.091
411	0.184
412	0.257
413	0.298
414	0.035
415	0.283
416	0.016
417	0.872
418	0.687
419	0.529
420	0.808
421	0.693
422	0.713
423	0.078
424	0.088
425	0.185
426	0.152
427	0.233
428	0.496
429	0.585
430	0.01
431	0.782
432	0.609
433	0.134
434	0.045
435	0.581
436	0.688
437	0.134
438	0.308
439	0.077
440	0.36
441	0.135
442	0.657
443	0.451
444	0.263
445	0.327
446	0.495
447	0.032
448	0.075
449	0
450	0.59
451	0.543
452	0.706
453	0.526
454	0.075
455	0.985
456	0.861
457	0.157
458	0.656
459	0.755
460	0.023
461	0.002
462	0.67
463	0.265
464	0.315
465	0.009
466	0.617
467	0.234
468	0.858
469	0.501
470	0
471	0.558
472	0.262
473	0
474	0.024
475	0.208
476	0.134
477	0.754
478	0.857
479	0.657
480	0.464
481	0.138
482	0.693
483	0.731
484	0.052
485	0.075
486	0.073
487	0.931
488	0.625
489	0.549
490	0.745
491	0.116
492	0.751
493	0.085
494	0.676
495	0.474
496	0.099
497	0.125
498	0.426
499	0.625
500	0.358
