1	0.5940736039	0.3802419752	0.0256844209
0	0.0699565252	0.0000000000	0.9300434747
0	0.1679690741	0.0097928127	0.8222381132
0	0.5039468172	0.0000000000	0.4960531828
0	0.0006981036	0.2998707756	0.6994311208
0	0.9855864466	0.0137980633	0.0006154902
0	0.0121577617	0.0019835239	0.9858587143
0	0.7674000691	0.2325999309	0.0000000000
0	0.0000000119	0.0000007333	0.9999992548
0	0.1025526887	0.0165844426	0.8808628687
1	0.0000058467	0.0000000000	0.9999941533
1	0.0300953616	0.8334650850	0.1364395534
0	0.4411278026	0.5588673893	0.0000048081
0	0.0056637368	0.8779687928	0.1163674704
1	0.0084982724	0.0000006146	0.9915011129
1	0.7098401790	0.0000000908	0.2901597302
0	0.5258662896	0.3239888731	0.1501448374
1	0.0089118062	0.0000000214	0.9910881724
1	0.1690098716	0.8309886576	0.0000014708
0	0.4222749436	0.0000004710	0.5777245854
0	0.5876030871	0.2182518280	0.1941450849
0	0.0132617301	0.0000000602	0.9867382097
0	0.1843579374	0.4707637187	0.3448783439
0	0.7930259000	0.1634260385	0.0435480615
0	0.3853566908	0.6146427534	0.0000005559
0	0.0000000000	0.9999997072	0.0000002928
0	0.8991363616	0.0985001694	0.0023634690
1	0.0205408458	0.9711636636	0.0082954906
0	0.6387947290	0.0000000001	0.3612052710
0	0.0000000201	0.9666968812	0.0333030987
0	0.0000201296	0.9985273281	0.0014525422
0	0.6639611189	0.2092980012	0.1267408800
0	0.0035315041	0.8085199283	0.1879485676
0	0.3535642250	0.5356582958	0.1107774792
1	0.6491732678	0.0000000000	0.3508267322
0	0.0140607823	0.0013521783	0.9845870395
1	0.3111748187	0.2637537181	0.4250714632
1	0.0141400029	0.9758430666	0.0100169305
0	0.9423495061	0.0414417944	0.0162086995
1	0.7657225917	0.1381118769	0.0961655314
0	0.7765722152	0.0583001263	0.1651276584
0	0.4487706950	0.0021542765	0.5490750285
0	0.9948696552	0.0051303448	0.0000000000
0	0.9344858097	0.0655132903	0.0000009000
1	0.6139707398	0.0119058965	0.3741233637
0	0.9407463714	0.0019154220	0.0573382066
0	0.4801255963	0.0019430767	0.5179313270
0	0.1945259601	0.7668084495	0.0386655904
0	0.2988436201	0.0000000000	0.7011563799
0	0.7873653650	0.0000000042	0.2126346308
0	0.6037045238	0.3328395563	0.0634559199
0	0.0071809984	0.9927318051	0.0000871965
2	0.2715082620	0.5140617370	0.2144300010
1	0.9448492791	0.0540615183	0.0010892027
0	0.0424389545	0.0000031189	0.9575579266
1	0.6441703982	0.0162762964	0.3395533054
1	0.0733155423	0.3955184286	0.5311660291
1	0.7069797312	0.2929964542	0.0000238146
0	0.0060249633	0.9939679531	0.0000070837
0	0.0596837957	0.9275093911	0.0128068132
0	0.9036246344	0.0536190656	0.0427563000
0	0.7964392916	0.0409808175	0.1625798910
2	0.0000000654	0.9903036834	0.0096962512
0	0.1269250671	0.0000003031	0.8730746298
1	0.5935903190	0.0000000000	0.4064096810
1	0.8908518904	0.0000000014	0.1091481082
0	0.4372111447	0.5627888553	0.0000000000
0	0.1004716830	0.8290713216	0.0704569954
1	0.0156966772	0.0386094430	0.9456938798
0	0.0791780369	0.9207776215	0.0000443416
0	0.0336935288	0.8118512941	0.1544551770
1	0.0136057194	0.0023561505	0.9840381302
0	0.4702915348	0.3810495569	0.1486589083
1	0.7039605161	0.0038049469	0.2922345370
0	0.8885038828	0.0000002086	0.1114959087
0	0.1636194730	0.0280693365	0.8083111905
0	0.9931756630	0.0000000000	0.0068243370
0	0.0962384294	0.0000000000	0.9037615706
1	0.0197997417	0.9157072246	0.0644930337
0	0.0013375739	0.0040581112	0.9946043149
1	0.1486543706	0.4123664326	0.4389791968
0	0.0297872456	0.0000000000	0.9702127544
0	0.4361365832	0.5637569854	0.0001064313
0	0.7277539775	0.0001040957	0.2721419268
1	0.0001724497	0.0016576523	0.9981698979
0	0.9847153262	0.0087948790	0.0064897949
0	0.2936789591	0.0000000047	0.7063210362
0	0.0121072339	0.0000000000	0.9878927661
0	0.9437831962	0.0005571561	0.0556596477
0	0.9999813555	0.0000000000	0.0000186444
1	0.6916402731	0.0139057607	0.2944539662
0	0.8771494860	0.1228505140	0.0000000000
0	0.9329440323	0.0463301068	0.0207258609
1	0.6057848924	0.3850424109	0.0091726967
0	0.3437254298	0.2445680733	0.4117064969
0	0.2232509986	0.1259399412	0.6508090602
0	0.9996011258	0.0000000016	0.0003988726
0	0.8750734504	0.1249195699	0.0000069796
1	0.6793137734	0.3206848399	0.0000013867
1	0.0158215288	0.0000000000	0.9841784712
