2	0.376228207697	0.168296052297	0.0130265881099	0.442449151896
0	0.0226950510006	0.532288618293	0.438886669584	0.00612966112257
1	0.231597152538	0.101579765388	0.485681407554	0.181141674519
1	0.361234174788	0.0524073806497	0.586175202796	0.000183241766636
0	0.0196778114864	0.273130125155	0.707186591774	5.47158443903e-06
1	0.417813078642	0.0929505920562	0.225460167775	0.263776161526
1	0.546537912095	8.56695853263e-06	0.45092483791	0.00252868303635
0	0.00188335460377	0.511591921438	0.369391331497	0.117133392461
1	0.131765249026	3.74570653481e-06	0.126082008148	0.742148997119
0	0.181222850119	0.608782982897	0.129821426777	0.0801727402067
