0	0.1824310534	0.0000000248	0.0002582218	0.0000418509	0.1937762973	0.1409005650	0.0036263738	0.1175702213	0.3613953673	0.0000000244
0	0.0000012498	0.0175930941	0.0047720377	0.3410248290	0.3745861256	0.0120114198	0.0154971956	0.0250183965	0.0000000000	0.2094956519
0	0.0026172127	0.3838617658	0.0524158522	0.0189798649	0.0654821158	0.1116491433	0.0154257858	0.1972952215	0.0864371012	0.0658359366
1	0.2440800556	0.0000000690	0.1394580262	0.0021141383	0.0115829805	0.0000000001	0.0280584742	0.4651002104	0.0089708892	0.1006351564
0	0.2494169322	0.4958027909	0.0008336270	0.0030159189	0.0126359239	0.0012020246	0.0000000000	0.0006323831	0.0268363735	0.2096240258
0	0.0606457060	0.0000361545	0.2070923077	0.2668474807	0.0122261078	0.0000862225	0.0000000811	0.0127206989	0.4189866861	0.0213585547
0	0.0015663322	0.3365472677	0.0000000001	0.0698226372	0.0914809422	0.0035336596	0.0019471414	0.2295420670	0.0042298406	0.2613301119
2	0.2905837559	0.1362652841	0.0167800780	0.1448191442	0.3592896734	0.0000032647	0.0205233221	0.0232642731	0.0070055731	0.0014656313
1	0.0049715927	0.0527259481	0.0000001284	0.0000136987	0.2783001200	0.1911578059	0.0113160492	0.0404657958	0.0002339677	0.4208148934
1	0.0005520057	0.1707673758	0.0225544693	0.6701477606	0.0043403236	0.0182945506	0.0130727809	0.0812055028	0.0009595911	0.0181056397
0	0.0013698641	0.0508371220	0.0008958213	0.1813459675	0.0447882437	0.0003039153	0.6502285962	0.0378149109	0.0000005131	0.0324150458
0	0.0003734770	0.0140591322	0.0000014791	0.1061882559	0.0193388015	0.0063909379	0.0001749273	0.0201825373	0.0170931389	0.8161973130
0	0.1417222135	0.0416626379	0.0000000000	0.0009920911	0.1414289026	0.1189151591	0.1214180667	0.0524288499	0.2619299805	0.1195020986
1	0.0519512918	0.0485683574	0.0060624945	0.0702267864	0.3545217422	0.0336770322	0.0960351610	0.0159883407	0.0000000007	0.3229687931
0	0.1920088923	0.1222949102	0.0000000000	0.0000000000	0.0663002714	0.0201223218	0.0020790586	0.1285826271	0.0205878776	0.4480240410
0	0.3278073386	0.0626792030	0.0212630258	0.0804080177	0.0409727352	0.0000010173	0.0812855969	0.0394642043	0.0772070428	0.2689118184
0	0.1644020460	0.1420480672	0.0088758068	0.0092330298	0.6499744703	0.0134416660	0.0027973392	0.0060954203	0.0000000000	0.0031321544
0	0.3670775345	0.0815708041	0.0000083824	0.0000011366	0.0206587476	0.0360666323	0.0023525357	0.0796441052	0.0063882901	0.4062318314
1	0.1106727407	0.0326938562	0.0027542506	0.0000000000	0.2043033154	0.0763972783	0.0011916261	0.2082602058	0.1487590858	0.2149676410
1	0.0061408071	0.2177061416	0.0134496816	0.0966951869	0.0075560327	0.0020361684	0.0457129277	0.0001381542	0.0000000232	0.6105648766
1	0.0000000000	0.0023366714	0.0000000172	0.0170205633	0.0213928428	0.0009622074	0.0000000000	0.0017867091	0.1382265445	0.8182744443
1	0.0001447495	0.0593606995	0.3223495726	0.0423545669	0.0185462996	0.0312261209	0.0203383889	0.0173898991	0.0015644364	0.4867252667
0	0.0092120986	0.3238455896	0.0000000034	0.0000000000	0.0399592709	0.0210121056	0.0081506992	0.0178039935	0.0207489900	0.5592672490
1	0.0000000000	0.7569836823	0.1782221938	0.0235086746	0.0195565411	0.0206687846	0.0006509289	0.0000460699	0.0000925926	0.0002705322
0	0.0025280440	0.1244392673	0.0101859273	0.1222688237	0.3132688132	0.0000896765	0.1694836931	0.0000000000	0.1075534572	0.1501822978
1	0.0000000000	0.0212177606	0.0000070224	0.4031784685	0.4566259271	0.0016477352	0.0429799215	0.0071962632	0.0670814564	0.0000654451
0	0.1749747442	0.1417952380	0.1012709249	0.0000000106	0.0003200263	0.0001646403	0.0001223791	0.2528571350	0.0062706682	0.3222242333
0	0.0059008366	0.1670014086	0.0076222780	0.0590375422	0.0778518510	0.0002250857	0.0000000004	0.0139717290	0.0035270688	0.6648621997
0	0.2138219354	0.0000000007	0.0000000000	0.3905093039	0.0347223415	0.0000013494	0.3194833055	0.0007462687	0.0407152879	0.0000002070
0	0.0171312490	0.5352009078	0.0000000079	0.3039832737	0.0638680495	0.0088081347	0.0011296661	0.0143667614	0.0021161085	0.0533958415
1	0.0044761004	0.1144720928	0.1336190779	0.0746371605	0.0180305884	0.6218822002	0.0008123320	0.0130789924	0.0009272651	0.0180641904
0	0.0000062546	0.0336568046	0.2474758034	0.0772397654	0.0979379708	0.2426986099	0.0002402418	0.0531468013	0.1087551642	0.1388425841
0	0.0544704341	0.5441045621	0.0018719022	0.0746553910	0.0670864257	0.0165183575	0.0000002755	0.0473226550	0.1933918561	0.0005781409
0	0.5160737078	0.4102119816	0.0000051630	0.0000000000	0.0005629062	0.0015131726	0.0000001176	0.0017312907	0.0127374267	0.0571642338
1	0.0001477847	0.0079698360	0.0016824679	0.2094904228	0.0247461870	0.2953890103	0.0269214178	0.0022827155	0.3645981074	0.0667720507
1	0.0152675078	0.0033880048	0.0774947895	0.0000000000	0.0000000049	0.0000208222	0.0000000000	0.0309723011	0.6360189912	0.2368375784
0	0.0000419100	0.0001531171	0.0471660571	0.0000283834	0.0483181261	0.0000386528	0.0000726573	0.0701202948	0.1918593452	0.6422014561
1	0.0090090429	0.0084993853	0.0002567482	0.1334471621	0.5434769244	0.0176031123	0.0071499774	0.1861522686	0.0018897587	0.0925156201
0	0.0074304250	0.0308815546	0.0026654466	0.4773610234	0.2292048639	0.1336468379	0.0598313201	0.0100405889	0.0474416878	0.0014962518
0	0.0804635112	0.0496973557	0.3709221596	0.0778009200	0.0415397404	0.0895337428	0.1128288955	0.0051182426	0.0404750127	0.1316204195
0	0.0139135076	0.0099485932	0.0230324799	0.4453390137	0.1818510435	0.0131349890	0.0086971123	0.0579188397	0.2452424803	0.0009219408
