1	0.1198125290	0.0000005765	0.7433081362	0.0375790755	0.0992996828
1	0.1532130088	0.0231569471	0.3150313387	0.1095178595	0.3990808460
1	0.0002982585	0.0281331904	0.1206814050	0.7492104883	0.1016766578
1	0.0488085893	0.2093475402	0.4962761697	0.2431535059	0.0024141949
0	0.0412036494	0.6443702629	0.2404085765	0.0000039118	0.0740135994
0	0.0968138907	0.7694293106	0.0048474945	0.0531772163	0.0757320879
2	0.0708916742	0.0195946887	0.6438893065	0.0920916293	0.1735327013
0	0.0612543952	0.8498696720	0.0779362352	0.0102101441	0.0007295535
0	0.0075964932	0.9457236403	0.0203542984	0.0227640876	0.0035614805
0	0.2528531328	0.2644664018	0.0322924171	0.4483225806	0.0020654677
0	0.0002087593	0.9868262891	0.0006416376	0.0030088856	0.0093144284
0	0.3348648852	0.0000157437	0.1140343724	0.2155946448	0.3354903540
1	0.4210548380	0.5298313061	0.0125487057	0.0365651501	0.0000000001
0	0.0004589527	0.0290175475	0.7335686280	0.2189146423	0.0180402295
0	0.1211956194	0.0291205193	0.4718107491	0.1705622072	0.2073109050
0	0.4246686726	0.0519741690	0.0621508350	0.4612063223	0.0000000010
0	0.0132521783	0.6777696036	0.1183769044	0.0000000537	0.1906012601
0	0.0487127672	0.8797965221	0.0001100647	0.0707649632	0.0006156828
0	0.0006211485	0.0257115753	0.7109118907	0.0057440208	0.2570113646
0	0.0996821092	0.6955402584	0.0871041825	0.0151783722	0.1024950777
1	0.0000275724	0.7165172124	0.0052976720	0.1263688515	0.1517886916
0	0.4849585595	0.0670262412	0.1532032536	0.2658037142	0.0290082314
1	0.2587761275	0.1491354139	0.4876580808	0.0055073268	0.0989230510
0	0.0569152897	0.0201187119	0.8132743383	0.1038261525	0.0058655076
1	0.0172319375	0.7495043908	0.2296314229	0.0020732426	0.0015590062
0	0.1358322568	0.0311631797	0.7489897304	0.0023685405	0.0816462926
2	0.0000083603	0.8407917994	0.0013649088	0.1273570963	0.0304778352
0	0.5580534242	0.0998712333	0.1219145746	0.0554779209	0.1646828470
1	0.0003092934	0.0017818143	0.6731689569	0.3247366539	0.0000032815
1	0.0022768347	0.3174028690	0.2274602471	0.0197680123	0.4330920368
1	0.0002340712	0.2426638564	0.4122506932	0.3448512792	0.0000000999
0	0.4959729373	0.1154773154	0.0065463388	0.3767325683	0.0052708402
0	0.0001949593	0.2400523639	0.7520730910	0.0070192590	0.0006603269
0	0.0370880184	0.7304295212	0.0729752327	0.1558496027	0.0036576250
0	0.0274575191	0.5724038345	0.1217696334	0.2677384763	0.0106305367
2	0.0000025955	0.0000001135	0.6668620435	0.2891607128	0.0439745347
1	0.0078586138	0.9086778229	0.0339816811	0.0424868701	0.0069950120
1	0.1829612649	0.0052527271	0.5033371560	0.0055211079	0.3029277441
0	0.0492051778	0.1403403481	0.3119962823	0.1120077591	0.3864504327
0	0.1355986322	0.1381279211	0.2166797935	0.5086681994	0.0009254538
0	0.0688552430	0.0254125978	0.8898312015	0.0037251027	0.0121758549
0	0.0794429774	0.1712057613	0.7015915717	0.0001902110	0.0475694786
1	0.2865420250	0.0169453444	0.0015345944	0.6128119192	0.0821661170
1	0.0000000013	0.6362972397	0.0015732183	0.1260355149	0.2360940258
0	0.0000265412	0.3516447816	0.0446693125	0.0004146378	0.6032447269
0	0.0000124113	0.2018413051	0.0650694413	0.4176681244	0.3154087179
1	0.0189125002	0.0183344663	0.0755646570	0.0000539579	0.8871344186
1	0.0000008580	0.0064115858	0.9441911381	0.0063013931	0.0430950250
0	0.7910528549	0.1726960505	0.0021298555	0.0307006126	0.0034206265
0	0.2214273921	0.2942673711	0.3220980441	0.1432904084	0.0189167843
1	0.0061543878	0.4950637458	0.2134034159	0.2853710099	0.0000074406
0	0.0906018721	0.0143974246	0.1419228032	0.5835530462	0.1695248539
0	0.1805621283	0.2943515197	0.0002202481	0.5073372647	0.0175288392
0	0.0158539840	0.0468868647	0.7634571166	0.1520936606	0.0217083741
1	0.1688678323	0.2544638465	0.3212083748	0.2554415146	0.0000184319
0	0.0028603105	0.0033396780	0.5435589602	0.4374675336	0.0127735176
0	0.0286694796	0.2099246113	0.6386644352	0.0153256458	0.1074158281
0	0.1906941264	0.3329113003	0.2269739421	0.2484945672	0.0009260640
1	0.0000000000	0.0021384200	0.0981496571	0.0144411485	0.8852707744
1	0.3507343332	0.0782251162	0.1482284117	0.4210698725	0.0017422664
0	0.8142921506	0.0815611846	0.0000000000	0.0995171847	0.0046294801
0	0.0546475047	0.9119058883	0.0162962513	0.0104922935	0.0066580622
1	0.0235957130	0.0697635829	0.4878878888	0.4161580313	0.0025947840
1	0.0000000000	0.1469240521	0.3201575396	0.1927834408	0.3401349674
0	0.1205900729	0.4342867946	0.0018780567	0.4387237773	0.0045212985
1	0.0000000001	0.0862919756	0.8763362945	0.0371127538	0.0002589760
1	0.2247535781	0.1769463108	0.4925162378	0.0640327345	0.0417511389
0	0.2948444368	0.0171744320	0.5929266946	0.0448996652	0.0501547713
1	0.1602921042	0.3704833965	0.4666586302	0.0025658689	0.0000000001
0	0.0017883945	0.4110807396	0.1810214231	0.1037021348	0.3024073080
0	0.0564398340	0.0021483153	0.8189457646	0.0110773727	0.1113887134
0	0.0787746938	0.4467663642	0.1924182213	0.1885584041	0.0934823167
1	0.2457912311	0.0267246321	0.1429419333	0.4295300885	0.1550121150
1	0.2514254333	0.3618603633	0.1911962296	0.0444717194	0.1510462544
0	0.2221742580	0.2685332380	0.4662459355	0.0351972187	0.0078493498
1	0.0004115696	0.4511614671	0.3066798436	0.2242293451	0.0175177746
0	0.2225259506	0.0020943275	0.7198610445	0.0016752412	0.0538434362
0	0.0000008192	0.2083997681	0.5774221686	0.2121746794	0.0020025647
0	0.0000127815	0.0181525995	0.1654321904	0.7727509417	0.0436514868
0	0.5751890032	0.0000253778	0.0959850664	0.3079857581	0.0208147945
0	0.0005654957	0.9931390621	0.0010782384	0.0051046215	0.0001125822
1	0.1287559425	0.1521926971	0.1956893405	0.0000000000	0.5233620198
2	0.0134830252	0.4644591711	0.4255183544	0.0519657185	0.0445737308
1	0.4205556742	0.2967818232	0.2668931752	0.0157693263	0.0000000012
1	0.2179380022	0.0515930259	0.5539339664	0.0530614444	0.1234735611
0	0.2278028302	0.0001467283	0.0000551472	0.7510366571	0.0209586372
1	0.0339398670	0.1257672900	0.7723562902	0.0679365528	0.0000000000
0	0.0988151589	0.1762203341	0.3549613080	0.1795519918	0.1904512071
1	0.7212312338	0.1018573842	0.0001256354	0.0878432395	0.0889425071
1	0.0016596443	0.0983829242	0.8986237072	0.0000000000	0.0013337244
0	0.3402192343	0.4762283494	0.1034027027	0.0007640221	0.0793856914
0	0.2520924280	0.0014248851	0.3829139581	0.3635113255	0.0000574033
0	0.6146082713	0.0816930367	0.2619386595	0.0409757858	0.0007842466
0	0.1095604249	0.5378804975	0.0858747495	0.2632263578	0.0034579702
1	0.0000178447	0.0492662734	0.0297210599	0.9101452316	0.0108495904
0	0.0091176143	0.5949612334	0.0225242272	0.2059535213	0.1674434039
0	0.0000000014	0.4988914391	0.4979830505	0.0031254781	0.0000000309
0	0.0000021898	0.4270174924	0.3883940188	0.1845861901	0.0000001090
1	0.0000000030	0.6788202025	0.0000087446	0.3211710498	0.0000000000
0	0.0372639546	0.3291583435	0.3051618283	0.3284158736	0.0000000000
