1	0
2	0.328
3	0.066
4	0.063
5	0.033
6	0.365
7	0.154
8	0.791
9	0.062
10	0.503
11	0.861
12	0.149
13	0.94
14	0.371
15	0.761
16	0.472
17	0.292
18	0.299
19	0.216
20	0.289
21	0.926
22	0.472
23	0.319
24	0.376
25	0.469
26	0.57
27	0.602
28	0.049
29	0.812
30	0.654
31	0.119
32	0.166
33	0.858
34	0.503
35	0.283
36	0.719
37	0.569
38	0.651
39	0.016
40	0.15
41	0.634
42	0.358
43	0.052
44	0
45	0.284
46	0.462
47	0.308
48	0.825
49	0.78
50	0.567
51	0.719
52	0.209
53	0.553
54	0.119
55	0.304
56	0.798
57	0.255
58	0.184
59	0.29
60	0.108
61	0
62	0.284
63	0.129
64	0
65	0.591
66	0.447
67	0.322
68	0.576
69	0.049
70	0.552
71	0.578
72	0.394
73	0.146
74	0.068
75	0.277
76	0.851
77	0.013
78	0.277
79	0.562
80	0.22
81	0.933
82	0.113
83	0.297
84	0.297
85	0.288
86	0.623
87	0.204
88	0.201
89	0.935
90	0.654
91	0.304
92	0.332
93	0.383
94	0.12
95	0.699
96	0.099
97	0.81
98	0.702
99	0.515
100	0.371
101	0.594
102	0.839
103	0.084
104	0.209
105	0.258
106	0.139
107	0
108	0.532
109	0.04
110	0.22
111	0.193
112	0.85
113	0.821
114	0.06
115	0.373
116	0.331
117	0
118	0.795
119	0.283
120	0.185
121	0.602
122	0.316
123	0.835
124	0.436
125	0.036
126	0.977
127	0.698
128	0.532
129	0.822
130	0.13
131	0.813
132	0.812
133	0.267
134	0.935
135	0.085
136	0.808
137	0.419
138	0.561
139	0.54
140	0.239
141	0.241
142	0.623
143	0.781
144	0.182
145	0.197
146	0.257
147	0.55
148	0.334
149	0.288
150	0.459
151	0.252
152	0.183
153	0.209
154	0.821
155	0.974
156	0.773
157	0.68
158	0.298
159	0.093
160	0.456
161	0.797
162	0.983
163	0.761
164	0.913
165	0.295
166	0.076
167	0.12
168	0.078
169	0.115
170	0.053
171	0.067
172	0.558
173	0.617
174	0.431
175	0.508
176	0.56
177	0.173
178	0.212
179	0.846
180	0.253
181	0.223
182	0.587
183	0.305
184	0.288
185	0.621
186	0.227
187	0.512
188	0.971
189	0.72
190	0.402
191	0.636
192	0.19
193	0.283
194	0.267
195	0.933
196	0.076
197	0.095
198	0.015
199	0.859
200	0.75
201	0.731
202	0.459
203	0.462
204	0.205
205	0.811
206	0.263
207	0.754
208	0
209	0.875
210	0.227
211	0.712
212	0.979
213	0.22
214	0.146
215	0.758
216	0.13
217	0.207
218	0.797
219	0.173
220	0.442
221	0.247
222	0.016
223	0.423
224	0.409
225	0.351
226	0.092
227	0.519
228	0
229	0.853
230	0.724
231	0.143
232	0.833
233	0.196
234	0.701
235	0.868
236	0.207
237	0.778
238	0.072
239	0.279
240	0
241	0.318
242	0.732
243	0.479
244	0.627
245	0.157
246	0
247	0.006
248	0.072
249	0.039
250	0.414
251	0
252	0
253	0
254	0.531
255	0.293
256	0.879
257	0.843
258	0.309
259	0.446
260	0.447
261	0.569
262	0.153
263	0.112
264	0.884
265	0.085
266	0.765
267	0.961
268	0.93
269	0.475
270	0.117
271	0.272
272	0.843
273	0.115
274	0.158
275	0.576
276	0.691
277	0.725
278	0.706
279	0.497
280	0.472
281	0.807
282	0.991
283	0.155
284	0.572
285	0.373
286	0.929
287	0.81
288	0.518
289	0.295
290	0
291	0.441
292	0.534
293	0.196
294	0.357
295	0.015
296	0.241
297	0.878
298	0.499
299	0.778
300	0.275
301	0.867
302	0.035
303	0.395
304	0.094
305	0.87
306	0.802
307	0.45
308	0.094
309	0.486
310	0.426
311	0
312	0.343
313	0.387
314	0.379
315	0.12
316	0.231
317	0.789
318	0.488
319	0.137
320	0.244
321	0.247
322	0.197
323	0.197
324	0.88
325	0.025
326	0.229
327	0.533
328	0.23
329	0.524
330	0.71
331	0.054
332	0
333	0.68
334	0.704
335	0.566
336	0.921
337	0.72
338	0.303
339	0.236
340	0.501
341	0.098
342	0.594
343	0.576
344	0.598
345	0.745
346	0
347	0.079
348	0.335
349	0.224
350	0.602
351	0.883
352	0.038
353	0.569
354	0.639
355	0.133
356	0.049
357	0.209
358	0.681
359	0.869
360	0.568
361	0.379
362	0.825
363	0.039
364	0.188
365	0.66
366	0.256
367	0.439
368	0.649
369	0.022
370	0.298
371	0.024
372	0.413
373	0.762
374	0.158
375	0
376	0.064
377	0
378	0.004
379	0.437
380	0.893
381	0.743
382	0.025
383	0.162
384	0.654
385	0.835
386	0.372
387	0.063
388	0.106
389	0.108
390	0.228
391	0.146
392	0.496
393	0.27
394	0.679
395	0.782
396	0.663
397	0.31
398	0.479
399	0.835
400	0.525
401	0.096
402	0
403	0.068
404	0.978
405	0.794
406	0.35
407	0.424
408	0.892
409	0
410	0.815
411	0.448
412	0.012
413	0.887
414	0
415	0.036
416	0.022
417	0.217
418	0.223
419	0.584
420	0.493
421	0.078
422	0.927
423	0.286
424	0.174
425	0.514
426	0.429
427	0.264
428	0.021
429	0.153
430	0
431	0.055
432	0.834
433	0.399
434	0.046
435	0.37
436	0.267
437	0.626
438	0.005
439	0.402
440	0.088
441	0.201
442	0.191
443	0.28
444	0.521
445	0.766
446	0.117
447	0.43
448	0.3
449	0.008
450	0.868
451	0.358
452	0.064
453	0.558
454	0.199
455	0.713
456	0.065
457	0.548
458	0.537
459	0.898
460	0.128
461	0.801
462	0.592
463	0.366
464	0.099
465	0.848
466	0.266
467	0.613
468	0.297
469	0.353
470	0.299
471	0.313
472	0.238
473	0.184
474	0.447
475	0.772
476	0.924
477	0.15
478	0.336
479	0.297
480	0.121
481	0.425
482	0.316
483	0.344
484	0.646
485	0.183
486	0.489
487	0.638
488	0.735
489	0.216
490	0.422
491	0.43
492	0.558
493	0.9
494	0.575
495	0.588
496	0.668
497	0.654
498	0.18
499	0.77
500	0.271
