0	0.0329150886	0.4142922442	0.1434015580	0.1108870291	0.1479270048	0.1248565700	0.0006454091	0.0020700113	0.0216369121	0.0013681729
0	0.0093736481	0.1079720041	0.0494644049	0.0451115899	0.6927382201	0.0911378337	0.0000463599	0.0033651377	0.0007891103	0.0000016914
0	0.1512746994	0.0037364141	0.0638019149	0.0149802468	0.1094692238	0.2431809336	0.0162234017	0.0082057809	0.3078121747	0.0813152100
0	0.2352056235	0.0323834100	0.0000000054	0.1666263997	0.0831117682	0.0756239088	0.1193089343	0.0657928150	0.0178982906	0.2040488444
0	0.0038422608	0.0602561546	0.0463267897	0.0248988985	0.1101927362	0.0021511419	0.0002939697	0.2282725206	0.0804010059	0.4433645220
2	0.0943890678	0.0000000000	0.0081674594	0.0037822420	0.0190811530	0.2546836050	0.0000936087	0.0199516677	0.0022916262	0.5975595702
0	0.0083930569	0.0098975736	0.0142538794	0.0206405318	0.0845820852	0.0283289795	0.7315748069	0.0099767851	0.0000000000	0.0923523017
1	0.0646508380	0.0000000331	0.4303838953	0.2250623747	0.0617462685	0.0956073941	0.1113407031	0.0076957366	0.0028211500	0.0006916067
0	0.0206956346	0.0764537770	0.0030273688	0.2760165004	0.0117761696	0.1599365590	0.0007306027	0.0420529305	0.1401014189	0.2692090385
0	0.0186873019	0.2029495456	0.0000000000	0.0013630312	0.1932400596	0.3161201024	0.0004666189	0.0064020808	0.1547577278	0.1060135317
