0	0.1849774641	0.5176798147	0.2973427213
0	0.0130614096	0.8121220999	0.1748164905
0	0.8996181349	0.0641664135	0.0362154516
1	0.0808144653	0.0000000000	0.9191855347
0	0.8736521460	0.0668679957	0.0594798582
0	0.3845050888	0.6154948969	0.0000000143
0	0.8108706685	0.1122341634	0.0768951681
0	0.5790357665	0.0000000000	0.4209642335
0	0.0000306199	0.0796137142	0.9203556659
2	0.5262850130	0.1506288300	0.3230861570
0	0.0374201891	0.1891035512	0.7734762597
1	0.4335597117	0.0459359596	0.5205043287
0	0.9647542967	0.0001850728	0.0350606305
0	0.9980524792	0.0019322893	0.0000152316
0	0.2887422313	0.0394087853	0.6718489834
1	0.2360565255	0.7638184250	0.0001250495
0	0.1724227908	0.7644684573	0.0631087519
0	0.5836589367	0.0004204138	0.4159206495
0	0.1825871340	0.0000003569	0.8174125091
0	0.9223547258	0.0678597700	0.0097855043
0	0.5345222754	0.1309034772	0.3345742474
0	0.4528256621	0.0028087803	0.5443655576
0	0.6341437602	0.0002028821	0.3656533578
0	0.7351309247	0.2648608120	0.0000082633
0	0.8478542251	0.0001920731	0.1519537019
0	0.0000101866	0.7036231184	0.2963666950
1	0.1845617265	0.1658615300	0.6495767435
0	0.2872182232	0.6085468726	0.1042349042
0	0.9999682584	0.0000317409	0.0000000007
0	0.9999860527	0.0000139432	0.0000000041
0	0.8097462621	0.0227380022	0.1675157357
1	0.3312548554	0.2974589923	0.3712861524
1	0.5716441249	0.2903822998	0.1379735753
0	0.8606790851	0.0020450968	0.1372758181
0	0.8990234547	0.0923032692	0.0086732761
0	0.0373087955	0.9626856341	0.0000055704
0	0.2975892903	0.2684663315	0.4339443782
0	0.0292306277	0.7981750882	0.1725942841
0	0.5956314217	0.3990555291	0.0053130492
0	0.1290780030	0.8680518917	0.0028701053
0	0.2587433177	0.1174080480	0.6238486343
0	0.4183256316	0.0017788120	0.5798955564
0	0.2944877202	0.6220247285	0.0834875513
0	0.6897565904	0.0000634284	0.3101799812
1	0.0004195815	0.0060832712	0.9934971473
0	0.6096543843	0.3903456113	0.0000000044
0	0.0287770446	0.7652507075	0.2059722480
0	0.6072663191	0.3449962447	0.0477374362
0	0.7766015089	0.0828788107	0.1405196803
1	0.0028220549	0.8223062090	0.1748717361
0	0.1640587630	0.8359412370	0.0000000000
0	0.0003016941	0.9996983059	0.0000000000
0	0.9917826825	0.0022361103	0.0059812072
0	0.0433806942	0.0005556640	0.9560636418
0	0.0183235542	0.9816764456	0.0000000002
1	0.9243458623	0.0000000818	0.0756540559
0	0.7197893141	0.0047614173	0.2754492686
0	0.7542749331	0.0155621955	0.2301628714
0	0.3292475670	0.6691421591	0.0016102739
0	0.0000000015	0.4370225763	0.5629774222
0	0.3015077071	0.6731534341	0.0253388588
0	0.9906196119	0.0012384798	0.0081419083
0	0.0578466727	0.0432366832	0.8989166441
1	0.5389852591	0.4018767456	0.0591379954
0	0.9143924350	0.0415390138	0.0440685512
0	0.0013236448	0.0073480062	0.9913283489
0	0.7318922479	0.0000000000	0.2681077521
0	0.1738051842	0.0015155808	0.8246792350
0	0.5872124495	0.4124644256	0.0003231249
0	0.9999982229	0.0000017752	0.0000000019
0	0.0000044941	0.9007874473	0.0992080586
0	0.0792478391	0.8433069181	0.0774452428
1	0.0609649922	0.0268488038	0.9121862039
1	0.0868603075	0.6629212180	0.2502184744
0	0.3757235951	0.0000102583	0.6242661466
0	0.9994885139	0.0000846602	0.0004268259
0	0.8507796821	0.1167146319	0.0325056861
1	0.8366811602	0.0528429474	0.1104758924
0	0.0420684123	0.0340151716	0.9239164161
1	0.9357584746	0.0000680731	0.0641734523
0	0.6627859026	0.0399032392	0.2973108583
2	0.0000318865	0.7890853322	0.2108827813
0	0.3280513629	0.6551100410	0.0168385962
0	0.8101942057	0.0065695290	0.1832362654
0	0.7181641130	0.2777088946	0.0041269924
1	0.2259762674	0.1152352541	0.6587884785
0	0.6767028929	0.3192340931	0.0040630140
0	0.7403268677	0.2592866556	0.0003864767
0	0.0426207592	0.0003475127	0.9570317281
0	0.0986988217	0.3689841936	0.5323169846
0	0.9999999995	0.0000000005	0.0000000000
0	0.9104675297	0.0000152430	0.0895172273
0	0.0058044373	0.9848441888	0.0093513739
0	0.9999618998	0.0000030185	0.0000350817
0	0.9552058167	0.0447941262	0.0000000571
0	0.9004698084	0.0006424103	0.0988877813
0	0.3661930766	0.3767508382	0.2570560852
0	0.9341984539	0.0022839134	0.0635176327
0	0.0366859638	0.1294059416	0.8339080946
0	0.6270696100	0.0000000000	0.3729303900
