1	0.0514290941	0.9485709059	0.0000000000
0	0.0065758291	0.8489586822	0.1444654887
1	0.3647529486	0.5401155769	0.0951314745
0	0.2452636480	0.6747066890	0.0800296630
1	0.0002649057	0.7829857699	0.2167493244
0	0.3534694791	0.6465266793	0.0000038416
0	0.1122596480	0.8877399793	0.0000003728
0	0.0013705840	0.0026271457	0.9960022703
0	0.0158098260	0.9433144477	0.0408757263
0	0.1356130375	0.0796666848	0.7847202777
0	0.0206742593	0.9719769291	0.0073488117
0	0.0345750894	0.8561786590	0.1092462516
0	0.5845709858	0.1474705733	0.2679584410
0	0.9994532754	0.0005467246	0.0000000000
1	0.0000000000	0.9801969093	0.0198030907
0	0.0239864005	0.8404701797	0.1355434198
0	0.4494717030	0.2787039872	0.2718243097
0	0.0875963049	0.9069195326	0.0054841625
0	0.2175254198	0.2397852846	0.5426892956
1	0.0000015212	0.9943917576	0.0056067213
0	0.9520796450	0.0078317253	0.0400886297
0	0.3867366362	0.5501575368	0.0631058270
0	0.0484066520	0.9426468426	0.0089465054
1	0.0517145520	0.2766327591	0.6716526889
1	0.0363587712	0.0236144125	0.9400268163
2	0.0001265416	0.1542008614	0.8456725970
1	0.9813065745	0.0107646255	0.0079288001
1	0.9187279491	0.0279366251	0.0533354258
0	0.2359751471	0.3851563680	0.3788684850
0	0.0021675101	0.8590945237	0.1387379662
0	0.0193523216	0.0007648189	0.9798828595
0	0.1116538265	0.6065384804	0.2818076930
0	0.0007840797	0.9483042645	0.0509116558
0	0.2369806747	0.0048878722	0.7581314531
0	0.5991832403	0.4008167597	0.0000000000
0	0.0159452377	0.9840545013	0.0000002610
0	0.4636579048	0.2386595778	0.2976825174
0	0.0053950285	0.9945814472	0.0000235243
1	0.3133538804	0.5041135603	0.1825325593
0	0.9784569682	0.0200598031	0.0014832286
0	0.0000000000	0.4544775727	0.5455224273
0	0.2644242007	0.3060802323	0.4294955670
0	0.0304454289	0.9695543680	0.0000002030
0	0.0944064399	0.8587604502	0.0468331100
2	0.0000000000	0.4313203045	0.5686796955
0	0.0068633044	0.8892087760	0.1039279195
0	0.7579655271	0.1952371264	0.0467973465
1	0.0004472978	0.0064564093	0.9930962929
1	0.0009864769	0.9990135231	0.0000000000
0	0.2498781719	0.2628113895	0.4873104386
1	0.0080768995	0.7109066592	0.2810164413
1	0.0055732184	0.9453824605	0.0490443211
0	0.5630514311	0.0525177333	0.3844308356
1	0.0020078647	0.9775176927	0.0204744426
0	0.0017339648	0.7625876302	0.2356784050
1	0.0000305014	0.1388301079	0.8611393907
0	0.4915010625	0.3970014227	0.1114975148
1	0.8870868851	0.1128757054	0.0000374095
0	0.1460350224	0.8523750579	0.0015899197
0	0.0481300686	0.9485684911	0.0033014402
1	0.8820478055	0.0952114866	0.0227407080
0	0.8225958371	0.1557500124	0.0216541506
0	0.0009882439	0.9990117561	0.0000000000
1	0.0000000000	0.1072835201	0.8927164799
2	0.0000000000	0.9050179626	0.0949820374
0	0.9787990075	0.0204077214	0.0007932712
0	0.0000003096	0.9999996493	0.0000000411
0	0.5355542704	0.4028818954	0.0615638341
0	0.5703733848	0.4169878616	0.0126387536
0	0.9403223814	0.0103359096	0.0493417090
0	0.0459633912	0.7181521560	0.2358844529
1	0.6787542802	0.1414180508	0.1798276690
0	0.0000000003	0.7189169485	0.2810830511
0	0.5131079333	0.4826391698	0.0042528969
0	0.2831362390	0.0226524138	0.6942113472
0	0.0036507719	0.9368139414	0.0595352867
0	0.0428928824	0.7076241299	0.2494829877
0	0.0263781557	0.8414741877	0.1321476566
1	0.0002383847	0.8353087707	0.1644528446
1	0.1569656651	0.6776836043	0.1653507306
1	0.0002645918	0.8329011325	0.1668342758
0	0.6245762018	0.1486782572	0.2267455410
0	0.0000000000	0.0847769456	0.9152230544
0	0.9909040993	0.0013537905	0.0077421102
0	0.0064240037	0.1099893290	0.8835866673
1	0.0360625479	0.9639374218	0.0000000303
0	0.0485393172	0.9444366091	0.0070240738
0	0.5279145378	0.4265235123	0.0455619499
0	0.0155433002	0.4607190315	0.5237376683
1	0.4617840495	0.4794841357	0.0587318147
1	0.0027962544	0.9251872216	0.0720165240
1	0.0000000625	0.9999672492	0.0000326882
2	0.2323134147	0.4592747257	0.3084118596
0	0.1284341570	0.8705057797	0.0010600633
0	0.0000000000	0.9489382125	0.0510617875
0	0.0000004543	0.9510714945	0.0489280512
1	0.0000012421	0.9569652068	0.0430335511
0	0.1220405539	0.2113984755	0.6665609706
1	0.0017418192	0.0165434816	0.9817146992
1	0.0000001796	0.0318382757	0.9681615447
