2	0.0852659944	0.5744379606	0.0117087949	0.0000805887	0.3285066614
0	0.0039753285	0.0015263097	0.7349874678	0.0000022540	0.2595086400
0	0.0023715925	0.1848491472	0.0013632733	0.0390814188	0.7723345683
0	0.6222210615	0.0000506137	0.1323737299	0.0109400095	0.2344145854
2	0.0000122375	0.7087610310	0.0000000000	0.0230096058	0.2682171257
0	0.0211023328	0.6074292293	0.2759441805	0.0143049934	0.0812192639
0	0.1154991456	0.0003558017	0.1976064233	0.6527243816	0.0338142479
0	0.2190706081	0.0020175216	0.2964356142	0.0335462767	0.4489299795
0	0.0011245686	0.0000256791	0.1273406724	0.1447464058	0.7267626740
1	0.1219830104	0.5956224539	0.0329499762	0.0003070527	0.2491375067
